报告日期,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31
内部应付款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
内部应收款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
减:库存股(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
卖出回购金融资产款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
发放贷款及垫款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产(万元),0.0,0.0,0.0,0.0,0.0,7288.0,8566.0,8544.0,8349.0,8268.0,8807.0,8246.0,6396.0,6435.0,6094.0,11223.0,11363.0,11617.0,5648.0,5910.0,5950.0,11348.0,9825.0,3618.0,3901.0,3665.0,3359.0,2688.0,3324.0,3302.0,2718.0,2923.0,3402.0,2986.0,3246.0,4021.0,4596.0,4424.0,3944.0,3601,4809.0,5030,4325.0,4692.0,6790.0,5143.0,6732.0,9067.0,11700.0,14055.0,9805.0,7410.0,517.0,3087.0
向中央银行借款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
吸收存款及同业存放(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产(万元),0.0,2343.0,0.0,2572.0,0.0,3003.0,3226.0,3342.0,3519.0,3629.0,5509.0,5675.0,5740.0,5890.0,6224.0,6427.0,7939.0,8050.0,8205.0,8376.0,8549.0,8646.0,8909.0,9265.0,9490.0,9629.0,9866.0,10032.0,10187.0,10290.0,11524.0,11581.0,11719.0,11915.0,10874.0,10953.0,12316.0,12596.0,12284.0,12430,12614.0,12835,9637.0,9396.0,9315.0,9476.0,8363.0,10842.0,7298.0,7378.0,7246.0,7963.0,8104.0,7519.0
固定资产净值(万元),0.0,4337.0,0.0,4567.0,0.0,4997.0,0.0,5173.0,0.0,5460.0,0.0,6274.0,0.0,6509.0,0.0,6655.0,0.0,8278.0,0.0,8628.0,0.0,8897.0,0.0,9298.0,0.0,9662.0,0.0,10134.0,0.0,10392.0,0.0,11646.0,0.0,12062.0,0.0,10987.0,0.0,12629.0,0.0,12467,0.0,12873,0.0,9434.0,0.0,9514.0,0.0,10924.0,0.0,7460.0,0.0,8349.0,0.0,7905.0
固定资产减值准备(万元),0.0,1994.0,0.0,1994.0,0.0,1994.0,0.0,1831.0,0.0,1831.0,0.0,598.0,0.0,619.0,0.0,228.0,0.0,228.0,0.0,251.0,0.0,251.0,0.0,33.0,0.0,33.0,0.0,102.0,0.0,102.0,0.0,65.0,0.0,147.0,0.0,33.0,0.0,33.0,0.0,38,0.0,38,0.0,38.0,0.0,38.0,0.0,82.0,0.0,82.0,0.0,385.0,0.0,385.0
固定资产原值(万元),0.0,10075.0,0.0,10143.0,0.0,10539.0,0.0,10550.0,0.0,10667.0,0.0,12010.0,0.0,12287.0,0.0,12196.0,0.0,14040.0,0.0,14441.0,0.0,14401.0,0.0,15088.0,0.0,15140.0,0.0,15572.0,0.0,15468.0,0.0,18176.0,0.0,18800.0,0.0,15423.0,0.0,17444.0,0.0,17081,0.0,17527,0.0,14101.0,0.0,13934.0,0.0,18651.0,0.0,14445.0,0.0,17087.0,0.0,15110.0
固定资产清理(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,301.0,0.0,1.0,0,0.0,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0
国内票证结算(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
国际票证结算(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
在建工程(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,14.0,14.0,12.0,20.0,170.0,169.0,97.0,14.0,12.0,409.0,409.0,11785.0,20756.0,20401.0,19318.0,17749.0,4920.0,4146.0,2945.0,2238.0,1811.0,1578.0,1848.0,907.0,682.0,444,442.0,392,2014.0,824.0,25.0,25.0,2419.0,3029.0,3569.0,2502.0,1329.0,417.0,71.0,65.0
外币报表折算差额(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货(万元),1260.0,1360.0,1354.0,1338.0,1579.0,1536.0,1765.0,1566.0,1498.0,1173.0,1579.0,1497.0,1475.0,1507.0,2855.0,2997.0,3705.0,3507.0,3224.0,3527.0,4150.0,4017.0,5172.0,5702.0,6015.0,7459.0,8075.0,7984.0,7829.0,8207.0,8397.0,10309.0,10214.0,12263.0,17847.0,17456.0,8283.0,7936.0,10393.0,9083,8873.0,10530,7451.0,7212.0,7923.0,6571.0,8857.0,8319.0,9273.0,9665.0,10539.0,13094.0,10783.0,10450.0
实收资本(或股本)(万元),20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099,20099.0,20099,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0,20099.0
少数股东权益(万元),1024.0,1011.0,919.0,1024.0,1060.0,1045.0,1010.0,1002.0,1011.0,1004.0,1214.0,1238.0,1253.0,1281.0,1304.0,1321.0,1442.0,1470.0,1398.0,1383.0,1451.0,1465.0,1456.0,1438.0,1426.0,1445.0,1434.0,1442.0,1517.0,1539.0,1498.0,1776.0,1759.0,1863.0,3545.0,3611.0,1617.0,1665.0,1544.0,1580,1600.0,1636,1558.0,1568.0,1580.0,1729.0,296.0,298.0,295.0,295.0,163.0,163.0,558.0,276.0
工程物资(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应交税费(万元),144.0,209.0,232.0,466.0,331.0,308.0,186.0,237.0,685.0,875.0,1469.0,1575.0,1792.0,619.0,180.0,141.0,478.0,513.0,359.0,379.0,1613.0,2062.0,1866.0,365.0,360.0,672.0,158.0,234.0,978.0,1127.0,339.0,338.0,751.0,589.0,408.0,266.0,615.0,419.0,-355.0,94,-51.0,-456,-14.0,50.0,35.0,618.0,63.0,102.0,1184.0,1174.0,48.0,306.0,332.0,377.0
应付保证金(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付债券(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付分保账款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付利息(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,17.0,22.0,20.0,17.0,17.0,15.0,48.0,20.0,130.0,55.0,43.0,151.0,88.0,34.0,34.0,200.0,131.0,67.0,40.0,13.0,13.0,22.0,42.0,4.0,28,10.0,23,4.0,18.0,24.0,20.0,7.0,37.0,7.0,32.0,0.0,59.0,92.0,92.0
应付手续费及佣金(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,44.0,89.0,134.0,109.0,50.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬(万元),1605.0,2994.0,1935.0,1531.0,1920.0,2858.0,1159.0,1627.0,406.0,2502.0,63.0,111.0,304.0,1178.0,266.0,273.0,312.0,692.0,203.0,358.0,319.0,752.0,1495.0,1910.0,1938.0,2278.0,2117.0,2240.0,2351.0,2696.0,2871.0,2378.0,2442.0,2869.0,4313.0,4597.0,4855.0,5119.0,4791.0,4842,5506.0,5546,5467.0,5594.0,5697.0,5743.0,6299.0,6290.0,7926.0,8498.0,8334.0,1041.0,3505.0,3788.0
应付股利(万元),72.0,72.0,72.0,413.0,72.0,72.0,72.0,373.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,134.0,174.0,72.0,72.0,72.0,72.0,72.0,72.0,72,72.0,72,72.0,72.0,72.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,73.0,73.0
应付账款(万元),1147.0,1366.0,2032.0,2266.0,0.0,2526.0,0.0,2460.0,4162.0,1887.0,3275.0,3349.0,3736.0,4042.0,3934.0,3813.0,5430.0,4701.0,2819.0,2891.0,2931.0,2665.0,2972.0,6646.0,6054.0,6208.0,2321.0,2573.0,6471.0,5118.0,7754.0,5438.0,5031.0,5137.0,7972.0,12574.0,7589.0,5810.0,9467.0,9070,7767.0,5036,6622.0,6711.0,7407.0,5333.0,6800.0,6896.0,5749.0,5361.0,6412.0,7164.0,6979.0,6078.0
应收保证金(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收保费(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收出口退税(万元),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收分保合同准备金(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收分保账款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收利息(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,7.0,24.0,0.0,0,8.0,8,0.0,0.0,0.0,2.0,5.0,5.0,5.0,5.0,0.0,0.0,66.0,0.0
应收票据(万元),0.0,0.0,254.0,262.0,282.0,430.0,376.0,271.0,257.0,638.0,626.0,709.0,1843.0,2343.0,940.0,901.0,1136.0,1073.0,420.0,1081.0,1661.0,2168.0,1384.0,878.0,1341.0,1631.0,1054.0,1069.0,2172.0,2926.0,1658.0,2331.0,3464.0,4252.0,2875.0,3242.0,2410.0,2217.0,1947.0,2743,769.0,957,942.0,752.0,388.0,715.0,400.0,294.0,64.0,272.0,654.0,692.0,2301.0,2522.0
应收股利(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32,32.0,32,32.0,32.0,32.0,32.0,32.0,32.0,66.0,66.0,80.0,80.0,0.0,66.0
应收补贴款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收账款(万元),4620.0,6654.0,4506.0,5736.0,6376.0,4923.0,5079.0,6614.0,7347.0,5018.0,6346.0,5660.0,5458.0,5338.0,5834.0,5043.0,6537.0,4747.0,5848.0,4342.0,5473.0,2622.0,5417.0,3876.0,4453.0,2792.0,4189.0,4577.0,15215.0,15181.0,28532.0,24781.0,23061.0,9743.0,16723.0,16199.0,15190.0,10803.0,13349.0,10662,10982.0,8083,8124.0,7211.0,7824.0,5809.0,7107.0,7110.0,6494.0,6466.0,7924.0,6813.0,9524.0,7049.0
开发支出(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
归属于母公司股东权益合计(万元),46177.0,46475.0,46898.0,46714.0,46316.0,45996.0,46080.0,45958.0,46198.0,45892.0,47704.0,47194.0,46431.0,42383.0,32416.0,31239.0,32271.0,32898.0,34562.0,35656.0,35577.0,40607.0,41274.0,30328.0,31045.0,31842.0,35404.0,36055.0,32361.0,36256.0,43084.0,41677.0,41109.0,40758.0,39532.0,40689.0,40171.0,39965.0,37768.0,38083,38207.0,38803,39194.0,39497.0,38470.0,36273.0,33759.0,35900.0,37755.0,38801.0,42865.0,24482.0,21200.0,21968.0
待处理流动资产损益(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
所有者权益(或股东权益)合计(万元),47201.0,47487.0,47817.0,47738.0,47376.0,47041.0,47090.0,46960.0,47208.0,46895.0,48918.0,48433.0,47684.0,43664.0,33720.0,32560.0,33713.0,34368.0,35960.0,37039.0,37028.0,42072.0,42731.0,31767.0,32471.0,33287.0,36838.0,37497.0,33879.0,37794.0,44582.0,43453.0,42868.0,42621.0,43077.0,44300.0,41788.0,41629.0,39312.0,39663,39807.0,40439,40751.0,41064.0,40051.0,38002.0,34055.0,36197.0,38050.0,39096.0,43028.0,24645.0,21758.0,22244.0
投资性房地产(万元),17168.0,17332.0,17496.0,17660.0,17824.0,17989.0,18153.0,18317.0,18480.0,18644.0,18583.0,18738.0,18893.0,19048.0,19205.0,22601.0,21437.0,21660.0,21851.0,22075.0,22265.0,22489.0,22613.0,35286.0,35556.0,22702.0,10533.0,10718.0,10806.0,10965.0,10231.0,10340.0,10409.0,10518.0,10620.0,10716.0,6491.0,6562.0,6464.0,6535,6574.0,6668,8322.0,8394.0,6642.0,6698.0,13281.0,5787.0,5833.0,7327.0,7291.0,8115.0,8219.0,18391.0
拆入资金(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
拆出资金(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
拟分配现金股利(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产(万元),350.0,354.0,359.0,363.0,367.0,372.0,376.0,367.0,372.0,376.0,709.0,716.0,724.0,730.0,788.0,795.0,799.0,805.0,807.0,817.0,823.0,829.0,840.0,846.0,852.0,858.0,870.0,876.0,951.0,952.0,930.0,935.0,940.0,945.0,956.0,962.0,961.0,966.0,971.0,976,981.0,986,991.0,996.0,1001.0,1007.0,1013.0,1019.0,546.0,548.0,3412.0,13313.0,13395.0,556.0
未分配利润(万元),460.0,758.0,1390.0,1206.0,808.0,-995.0,-1673.0,-1750.0,-1364.0,-1610.0,-27.0,-115.0,509.0,-3569.0,-13283.0,-14556.0,-13629.0,-12818.0,-10951.0,-10054.0,-10088.0,-8941.0,-7561.0,-16568.0,-16064.0,-15090.0,-11266.0,-10112.0,-14282.0,-10372.0,-3102.0,-4664.0,-5591.0,-5631.0,-7050.0,-6475.0,-7424.0,-7479.0,-9338.0,-8766,-9548.0,-9041,-8122.0,-8094.0,-10072.0,-10404.0,-13712.0,-13316.0,-13465.0,-14134.0,-12951.0,-29298.0,-27151.0,-24509.0
未确定的投资损失(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
