报告日期,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31
保险合同准备金(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应交款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应付款(万元),0.0,30916.0,0.0,25324.0,0.0,31988.0,0.0,20418.0,20294.0,23429.0,28897.0,26066.0,32928.0,35819.0,32483.0,34406.0,27094.0,24519.0,21418.0,16394.0,97139.0,4701.0,5034.0,3534.0,40815.0,2109.0,2678.0,2909.0,3135.0,2706.0,2779.0,2911.0,2953.0,2729.0,6649.0,6684.0,7641.0,7048.0,7828.0,7373,5466.0,2775,3027.0,2861.0,3389.0,3259.0,6642.0,5809.0,4951.0,9329.0,2248.0,2874.0,1313.0,5159.0
其他应收款(万元),0.0,181325.0,0.0,96484.0,0.0,27918.0,0.0,22943.0,138614.0,12938.0,45535.0,7413.0,9012.0,7245.0,79059.0,65871.0,64774.0,69438.0,21325.0,28760.0,37353.0,29759.0,15741.0,14677.0,37487.0,6583.0,7563.0,11155.0,11811.0,26224.0,25950.0,19686.0,14135.0,12419.0,15061.0,15387.0,27451.0,28988.0,21547.0,17694,11556.0,11524,1579.0,5725.0,13826.0,19182.0,36277.0,25369.0,20474.0,24421.0,28345.0,19117.0,6539.0,4365.0
其他流动负债(万元),5391.0,6324.0,21112.0,23399.0,14156.0,18219.0,8330.0,4919.0,546471.0,554448.0,613682.0,672651.0,745562.0,881423.0,769226.0,902036.0,1074557.0,1209018.0,852173.0,940356.0,906106.0,468168.0,311807.0,354490.0,355083.0,281874.0,209132.0,167187.0,153611.0,134513.0,137373.0,143231.0,170544.0,203704.0,234438.0,312513.0,345442.0,329581.0,362290.0,318692,342329.0,336813,409619.0,396613.0,414610.0,427833.0,503829.0,454598.0,472938.0,487183.0,490162.0,432944.0,451201.0,405617.0
其他流动资产(万元),39640.0,35085.0,55712.0,24365.0,50051.0,36538.0,25861.0,152957.0,167454.0,184126.0,227893.0,172867.0,187919.0,189296.0,264600.0,211000.0,70500.0,84500.0,5050.0,5050.0,5050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他长期投资(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他非流动负债(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14740.0,15047.0,15492.0,15319.0,6523.0,7054.0,7158.0,6978.0,5699.0,5234.0,5181.0,4621.0,5575.0,4771.0,4040.0,3421.0,4203.0,3434,2547.0,1376,881.0,834.0,536.0,571.0,683.0,1400.0,1650.0,1819.0,0.0,0.0,0.0,0.0
其他非流动资产(万元),7858.0,7802.0,2190.0,2647.0,8583.0,8025.0,863.0,289.0,289.0,19902.0,10000.0,30000.0,100100.0,100136.0,20000.0,40000.0,30000.0,30000.0,100500.0,50500.0,50500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
内部应付款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
内部应收款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
减:库存股(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
卖出回购金融资产款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
发放贷款及垫款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704.0,2103.0,1925.0,1912.0,1910.0,1890.0,1877.0,1883.0,1879.0,1927.0,1912.0,2025.0,1920.0,690.0,4620.0,3509.0,2830.0,2907.0,25356.0,22583.0,24959.0,26997.0,20481.0,22474.0,23945.0,23823.0,22823.0,26765.0,29077.0,26679.0,27373.0,26977,34290.0,33736,27894.0,32561.0,24892.0,18545.0,26144.0,34878.0,47322.0,57517.0,48827.0,33793.0,24811.0,21877.0
向中央银行借款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
吸收存款及同业存放(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉(万元),0.0,14423.0,14423.0,14423.0,14423.0,14423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产(万元),0.0,1143668.0,0.0,1165718.0,0.0,1204644.0,1001063.0,1016625.0,1019688.0,1014648.0,965315.0,1063565.0,1076392.0,1090671.0,1028225.0,1028283.0,1043483.0,1053374.0,1044372.0,1060390.0,1054144.0,647249.0,667555.0,668935.0,677437.0,161888.0,163265.0,164642.0,165342.0,166036.0,122401.0,123559.0,125782.0,127432.0,125915.0,127673.0,126572.0,125970.0,125206.0,126836,123523.0,125241,112474.0,107241.0,95025.0,96500.0,94941.0,94178.0,92444.0,93753.0,92278.0,93015.0,92902.0,93844.0
固定资产净值(万元),0.0,1151000.0,0.0,1173049.0,0.0,1212010.0,0.0,1019503.0,0.0,1015278.0,0.0,1064206.0,0.0,1091488.0,0.0,1028988.0,0.0,1054098.0,0.0,1061115.0,0.0,647543.0,0.0,669229.0,0.0,162182.0,0.0,164936.0,0.0,166330.0,0.0,123853.0,0.0,127726.0,0.0,127673.0,0.0,125970.0,0.0,126836,0.0,125241,0.0,107241.0,0.0,96500.0,0.0,94178.0,0.0,93753.0,0.0,93015.0,0.0,93844.0
固定资产减值准备(万元),0.0,7331.0,0.0,7331.0,0.0,7367.0,0.0,2879.0,0.0,630.0,0.0,641.0,0.0,817.0,0.0,705.0,0.0,724.0,0.0,724.0,0.0,294.0,0.0,294.0,0.0,294.0,0.0,294.0,0.0,294.0,0.0,294.0,0.0,294.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产原值(万元),0.0,1830745.0,0.0,1819265.0,0.0,1840189.0,0.0,1578626.0,0.0,1549837.0,0.0,1590419.0,0.0,1584579.0,0.0,1493074.0,0.0,1488698.0,0.0,1489661.0,0.0,907843.0,0.0,923426.0,0.0,282647.0,0.0,280732.0,0.0,277008.0,0.0,225679.0,0.0,224522.0,0.0,223188.0,0.0,216867.0,0.0,209539,0.0,207299,0.0,187942.0,0.0,174087.0,0.0,168875.0,0.0,165276.0,0.0,167047.0,0.0,164926.0
固定资产清理(万元),0.0,325.0,0.0,538.0,0.0,0.0,0.0,0.0,3.0,3.0,11462.0,503.0,276.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,487.0,509.0,434.0,504.0,15.0,25.0,26.0,26.0,36.0,56,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
国内票证结算(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
国际票证结算(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
在建工程(万元),0.0,118194.0,0.0,101024.0,0.0,0.0,84485.0,69282.0,63652.0,63512.0,87458.0,77556.0,75133.0,67075.0,101595.0,88976.0,70535.0,73174.0,94631.0,84275.0,98093.0,42448.0,31940.0,21285.0,10455.0,2473.0,3058.0,3583.0,4669.0,6120.0,40181.0,37360.0,32729.0,28156.0,27738.0,20070.0,16310.0,14631.0,32105.0,29127,31642.0,29520,41497.0,37423.0,34631.0,26210.0,22358.0,18492.0,14451.0,10509.0,6175.0,4739.0,3734.0,3294.0
外币报表折算差额(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货(万元),337993.0,434481.0,573523.0,553125.0,514837.0,495599.0,463097.0,485681.0,1046285.0,1033994.0,1324049.0,1325341.0,1239791.0,1234961.0,1181147.0,1073712.0,1057727.0,1074267.0,1040235.0,915538.0,842806.0,424387.0,360324.0,356345.0,299044.0,165005.0,91377.0,65629.0,63725.0,50610.0,88287.0,87419.0,137914.0,151422.0,135824.0,165962.0,259150.0,165557.0,185487.0,163895,157726.0,135454,156724.0,149378.0,121459.0,111570.0,142017.0,131883.0,111945.0,95535.0,102615.0,99787.0,125056.0,115033.0
实收资本(或股本)(万元),141351.0,141351.0,141351.0,141351.0,141351.0,141351.0,141351.0,141351.0,141351.0,141351.0,141351.0,141351.0,141351.0,141351.0,141351.0,141351.0,141351.0,141351.0,141351.0,141351.0,141351.0,103053.0,103053.0,103053.0,103053.0,64308.0,64308.0,64308.0,64308.0,64308.0,64308.0,64308.0,64308.0,64308.0,64308.0,49468.0,49468.0,49468.0,49468.0,49468,49468.0,49468,49468.0,49468.0,49468.0,49468.0,49468.0,49468.0,49468.0,49468.0,49468.0,49468.0,49468.0,49468.0
少数股东权益(万元),336450.0,539947.0,494003.0,501761.0,466001.0,462897.0,509681.0,515641.0,522785.0,153160.0,154354.0,146021.0,6262.0,6300.0,5454.0,5543.0,5061.0,5061.0,4952.0,4565.0,4600.0,4286.0,4149.0,4127.0,4107.0,1252.0,1084.0,1093.0,1403.0,10146.0,9795.0,9444.0,9428.0,9317.0,9321.0,9181.0,8812.0,9091.0,9003.0,8891,8838.0,8814,10113.0,9948.0,9747.0,9551.0,9121.0,7892.0,7557.0,7585.0,7947.0,7960.0,6432.0,6140.0
工程物资(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应交税费(万元),1599.0,7223.0,5815.0,7531.0,4108.0,4814.0,6193.0,5561.0,4769.0,7248.0,10594.0,7121.0,15152.0,12711.0,-153945.0,-163470.0,-134938.0,-112274.0,-89451.0,-70531.0,-41078.0,-29229.0,-29377.0,-24801.0,-16676.0,-6454.0,-6837.0,-1777.0,-165.0,7827.0,-3814.0,-4069.0,4234.0,4811.0,5777.0,6897.0,7743.0,11530.0,7590.0,2870,5698.0,6869,4101.0,1344.0,10282.0,12654.0,9941.0,8552.0,29434.0,27204.0,11699.0,8186.0,-388.0,-879.0
应付保证金(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付债券(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付分保账款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付利息(万元),0.0,3533.0,2514.0,3114.0,3006.0,1673.0,916.0,0.0,814.0,1301.0,2809.0,1817.0,1420.0,1111.0,1485.0,1489.0,1617.0,2153.0,5199.0,4912.0,3990.0,2092.0,2272.0,4407.0,3515.0,1076.0,1228.0,1345.0,1025.0,1376.0,1138.0,910.0,1835.0,2359.0,1462.0,744.0,1384.0,1372.0,1072.0,581,370.0,188,395.0,1393.0,2773.0,2015.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
应付手续费及佣金(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据(万元),196245.0,306342.0,147676.0,185017.0,0.0,273040.0,0.0,0.0,137377.0,177228.0,127331.0,133666.0,109413.0,191607.0,191318.0,186025.0,218228.0,236500.0,249657.0,175457.0,170392.0,131659.0,79744.0,76626.0,105614.0,61640.0,28933.0,30967.0,19238.0,59145.0,38037.0,56276.0,47137.0,68899.0,61035.0,64962.0,68966.0,69761.0,42376.0,49347,34578.0,36090,58643.0,42936.0,38022.0,14366.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬(万元),4632.0,4045.0,7459.0,6278.0,5116.0,4135.0,4171.0,3789.0,4331.0,3220.0,13281.0,9762.0,7065.0,5935.0,19298.0,15210.0,11200.0,3584.0,18204.0,12884.0,11972.0,3526.0,2927.0,3159.0,3187.0,2548.0,2572.0,1882.0,1725.0,1913.0,1646.0,1634.0,1370.0,1956.0,1797.0,1566.0,1917.0,4060.0,686.0,703,1429.0,2220,761.0,781.0,1300.0,2337.0,861.0,900.0,1214.0,3580.0,2276.0,2319.0,1535.0,1122.0
应付股利(万元),30.0,39.0,39.0,39.0,30.0,30.0,504.0,0.0,30.0,38.0,215.0,3066.0,232.0,381.0,260.0,4473.0,232.0,25610.0,25640.0,25649.0,25533.0,18.0,18.0,18.0,18.0,44.0,44.0,8059.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,4954.0,7.0,7.0,7.0,9449,5.0,1279,6.0,7955.0,3.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0
应付账款(万元),485550.0,868740.0,837072.0,826370.0,0.0,795883.0,0.0,0.0,736305.0,765624.0,723717.0,687320.0,739169.0,726364.0,678754.0,734295.0,644204.0,673539.0,617969.0,589182.0,519563.0,240447.0,212130.0,197526.0,181195.0,140457.0,87212.0,84966.0,100898.0,124525.0,103769.0,116583.0,122885.0,135626.0,136538.0,122136.0,112630.0,118642.0,93419.0,71780,73976.0,70975,70805.0,73091.0,60174.0,83292.0,64397.0,60278.0,57368.0,62439.0,50170.0,35321.0,34136.0,39053.0
应收保证金(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
